Project Type,Budget Line,Budget Line Title,First Fiscal Year,Fiscal Year 1 Amount,Fiscal Year 2 Amount,Fiscal Year 3 Amount,Fiscal Year 4 Amount,Total Budget $
LN,LN 0008,"CONS, SITE AQUISITION AND F&E FOR NYPL FACILITIES CITYWIDE",2019,36424093,31648000,8798000,2813000,79683093
C ,C  0130,"RECONS., CONST., IMPROV., RIKERS IS, P HSE., INCL. EQUIP, ACQ AND RECO",2019,204000,0,0,0,204000
PW,PW 0348,VAPOR CONTROL IMPROVEMENTS,2019,0,91613699,32000000,0,123613699
HW,HW 1670,"RECONSTRUCT ALL STREETS RELATED TO WTC AND CLEANUP, CITYWIDE",2019,0,82829,0,0,82829
P ,P  0245X,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, BRONX",2019,1203000,9650000,21881000,234000,32968000
PW,PW 0335,"ABATEMENT OF UNSAFE CONDITIONS ON CITY PROPERTY, CITYWIDE",2019,0,1101396,0,0,1101396
HD,HD X020,"NEW CONSTRUCTION - LOW AND MODERATE-MIDDLE INCOME PROGRAMS, THE BRONX",2019,3300000,0,0,0,3300000
HR,HR 0109,PURCHASE OF EQUIPMENT FOR USE BY HUMAN RESOURCES,2019,0,0,0,35160,35160
PV,PV R490,"SNUG HARBOR, IMPROVEMENTS",2019,618000,0,0,0,618000
W ,W  0013,"CITY TUNNEL NUMBER 3, STAGE 2",2019,0,0,0,0,0
S ,S  0136,"GARAGES AND OTHER FACILITIES, IMPROVEMENTS",2019,871714,0,0,0,871714
HW,HW 0001X,"HIGHWAY REPAVING, BRONX",2019,865000,12969000,4286000,0,18120000
F ,F  0109,"VEHICLE ACQUISITION, CITYWIDE",2019,0,59773840,103390000,65464000,228627840
HW,HW K005,"REPAVING AND RESURFACING OF STREETS, BROOKLYN",2019,1500000,0,0,0,1500000
EP,EP 0007,"MANDATED PAYMENTS FOR PRIVATE GAS UTILITY RELOCATION, DEP, CITYWIDE",2019,16799741,20368000,28247000,17496000,82910741
SE,SE 0432,"ENGINEERING, ARCH., ADMINIS. & OTHER COSTS ETC., DEPT. OF ENV. PROT.",2019,4500000,0,0,11343251,15843251
CS,CS 0003,"IMPROVEMENTS OF STRUCTURES FOR  ACS, CITYWIDE",2019,5766673,0,1053000,0,6819673
PO,PO 0046,ULTRA HIGH FREQUENCY RADIO TELEPHONE EQUIPMENT,2019,22941127,38290000,13456000,16956000,91643127
CO,CO 0081,31 CHAMBERS ST. - MANHATTAN SURROGATE'S COURT,2019,806624,4731000,12159000,0,17696624
P ,P  0475,"EAST RIVER PARK, IMPROVEMENT",2019,0,0,0,0,0
HW,HW 0211,REHABILITATION OF STEP STREETS,2019,0,0,1156533,10944000,12100533
PU,PU 0025,ENERGY EFFICIENCY AND SUSTAINABILITY,2019,0,163666857,542974000,545019000,1251659857
PV,PV 0467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",2019,263924,5819000,11547000,14681000,32310924
TF,TF 0503,"STREET LIGHTING, CITYWIDE",2019,0,1303704,12782000,1300000,15385704
PV,PV 0176,"NEW YORK ZOOLOGICAL SOCIETY, IMPROVEMENTS",2019,0,215151,0,0,215151
HW,HW 0384,"REHABILITATION OF THE 47TH AND 49TH STREET BRIDGES, QUEENS",2019,0,0,200000,0,200000
SE,SE 0716,"LAND ACQUISITION, STORM WATER MANAGEMENT, STATEN ISLAND",2019,0,0,0,0,0
PV,PV 0302,"STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES, IMPROVEMENTS",2019,0,412639,0,0,412639
P ,P  0839,DEVELOPMENT OF WATERFRONT PARK IN WILLIAMSBURG AND GREENPOINT,2019,2932153,19330000,9015000,0,31277153
WP,WP 0206,TWENTY SIXTH WARD WATER POLLUTION CONTROL PROJECT,2019,300000,300000,300000,600000,1500000
ED,ED 0384,"NEIGHBORHOOD REDEVELOPMENT, CITYWIDE",2019,0,166040347,279074000,100324000,545438347
HL,HL R001,"IMPROVEMENTS TO DEPARTMENT OF HEALTH BUILDINGS, STATEN ISLAND",2019,1000,0,0,0,1000
PV,PV MN993,"MOVEMENT RESEARCH, INC.",2019,38000,0,0,0,38000
PV,PV MN420,"GREENWICH HOUSE, INC.",2019,100000,0,0,0,100000
ED,ED 0831,TRUST FOR GOVERNORS ISLAND,2019,17992734,6000000,11375000,9576000,44943734
HW,HW 0710,RECONSTRUCTION OF PELHAM PARKWAY,2019,2340951,0,0,0,2340951
S ,S  0186,"SANITATION GARAGE FOR DISTRICT 3/3A, BROOKLYN",2019,168474575,200000,0,0,168674575
HW,HW 0001R,"CONSTRUCTION AND RECONSTRUCTION OF HIGHWAYS, ETC., S.I.",2019,0,0,10143571,17609000,27752571
HL,HL M001,"IMPROVEMENTS TO DEPARTMENT OF HEALTH BUILDINGS, MANHATTAN",2019,40000,0,0,0,40000
SE,SE 0432,"ENGINEERING, ARCH., ADMINIS. & OTHER COSTS ETC., DEPT. OF ENV. PROT.",2019,2500000,0,0,0,2500000
SE,SE 0200K,"CONSTR. & RECONSTR. STORM SEWERS, BROOKLYN",2019,29833937,9880000,3589000,4100000,47402937
ED,ED 0373,BROOKLYN ARMY TERMINAL,2019,29005121,37010000,32000000,10809000,108824121
ED,ED 0319,BROOKLYN NAVY YARD,2019,0,6451296,9451000,9451000,25353296
PW,PW I001,"ARCH, ENGINEERING, ADMIN EXPENSES FOR CAPITAL PROJECTS",2019,5000000,0,0,0,5000000
P ,P  K001,"PROSPECT PARK, IMPROVEMENTS, BROOKLYN",2019,1000000,0,0,0,1000000
SE,SE 0944,"PRIVATE PORTION FOR HIGHWAY PROJECTS, CITYWIDE",2019,0,0,0,0,0
PV,PV QN413,THEATER ET AL INC. D/B/A THE CHOCOLATE FACTORY,2019,447000,0,0,0,447000
SE,SE 0002M,"CONSTR. & RECONSTR. SANITARY & COMBINED SEWERS, MANHATTAN",2019,0,0,0,0,0
HB,HB 1103,"RECON OF CONC. VILLAGE AVE BR OVER METRO-NORTH BR., THE BRONX",2019,830513,8323000,0,35776000,44929513
SE,SE 0200Q,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, QUEENS",2019,8000,0,0,0,8000
PO,PO 0002,"CONSTRUCTION OF A NEW 116th PRECINCT STATION HOUSE, QUEENS",2019,66450000,1000000,0,0,67450000
WM,WM 0001,"WATER MAIN EXTENSIONS, CITYWIDE",2019,0,0,0,0,0
P,P 1246,HUDSON RIVER TRUST,2020,0,3590554,24109000,0,27699554
CS,CS 0004,"EQUIPMENT FOR  ACS, CITYWIDE",2019,0,0,645294,1778000,2423294
HB,HB 0163,"FIVE BRIDGES IN MELROSE, THE BRONX",2019,0,315000,0,0,315000
HB,HB 1070,"BRIDGE PAINTING, CITYWIDE",2019,0,45979201,60934000,94812000,201725201
P ,P  0245M,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, MAN.",2019,0,0,499833,0,499833
SE,SE 0944,"PRIVATE PORTION FOR HIGHWAY PROJECTS, CITYWIDE",2019,4040382,5498000,0,0,9538382
FA,FA 0026,FERRY MAINTENANCE FACILITY,2019,0,0,0,0,0
HB,HB 1172,"RECON EAST 188TH ST BR OVER METRO NORTH RR, THE BRONX",2019,795000,0,4967000,23000000,28762000
P ,P  1300,"IMPROVEMENTS TO CENTRAL PARK, MANHATTAN",2019,15689228,10619000,41000000,6000000,73308228
HB,HB 1012,"DESIGN COST FOR BRIDGE FACILITIES, CITYWIDE",2019,0,0,16167454,6250000,22417454
HB,HB 1137,"RECON ELLIOT AVE BRIDGE OVER QUEENS BLVD, QUEENS",2019,0,1475000,500000,21131000,23106000
SE,SE 0002R,"CONST. & RECONST. OF SANITARY & COMBINED SEWERS, STATEN ISLAND",2019,279996,0,0,0,279996
HW,HW 0001K,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., BROOKLYN",2019,3196545,29746000,2240000,1505000,36687545
HR,HR QN482,"HANAC, INC.",2019,1000000,0,0,0,1000000
SE,SE 0002Q,"CONSTRUCTION AND RECONSTRUCTION OF SANITARY AND COMBINED SEWERS, QNS.",2019,0,0,0,0,0
PO,PO 0111,MARINE LAUNCHES FOR HARBOR UNIT,2019,4978200,2225000,2000000,337000,9540200
SE,SE 0789,"STORM SEWER IN B. 63RD STREET, QUEENS",2019,0,0,0,3343038,3343038
WM,WM 0030,IMPROVEMENTS TO STRUCTURES INCL. EQUIP. ON WATER SHEDS OUTSIDE CITY.,2019,56623356,333461000,493762000,369712000,1253558356
HB,HB 1141,"RECON METROPOLITAN AVE BRIDGE OVER CONRAIL, QUEENS",2019,0,0,56463000,3274000,59737000
HW,HW 1677,"RECONSTRUCTION OF CITY-OWNED RETAINING WALLS, ALL BOROUGHS",2019,0,0,1819229,0,1819229
PV,PV MN694,SOCIETY OF THE EDUCATIONAL ARTS,2019,75000,0,0,0,75000
CO,CO 0299,89-17 SUTPHIN BLVD. - QUEENS COURT FACILITY,2019,0,6640778,6336000,0,12976778
LN,LN 0101M,"CONS, SITE AQUISITION & F&E, ALL NYPL FACILITIES, MAN. & SYSTEMWIDE",2019,4000,0,0,0,4000
SE,SE 0200Q,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, QUEENS",2019,117451730,230243000,260891000,163719000,772304730
ED,ED 0409,"MODERNIZATION, RECONSTRUCTION, PIERS, CITYWIDE",2019,55082144,193704000,119436000,0,368222144
PV,PV M467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",2019,487000,2000,0,0,489000
P ,P  0475,"EAST RIVER PARK, IMPROVEMENT",2019,24,0,0,0,24
PV,PV QN994,FLUX FACTORY,2019,1250000,0,0,0,1250000
C ,C  0117,"PURCHASE OF COMPUTER EQUIPMENT, ALL FACILITIES",2019,7712131,0,4000000,3300000,15012131
HN,HN 0206,"CONSTRUCTION AND IMPROVEMENTS TO CUNY COMMUNITY COLLEGES, CITYWIDE",2019,0,11412729,41822000,23164000,76398729
SE,SE 0002M,"CONSTR. & RECONSTR. SANITARY & COMBINED SEWERS, MANHATTAN",2019,16952851,18538000,208000,6969000,42667851
HA,HA X001,"HOUSING AUTHORITY BOROUGH PRESIDENT CAPITAL PROJECTS, THE BRONX",2019,750000,0,0,0,750000
HD,HD 0215,MULTIFAMILY HOMEOWNERSHIP PROGRAM,2019,42683743,1449000,1380000,1407000,46919743
PV,PV 0103,"EL MUSEO DEL BARRIO, MANHATTAN",2019,0,0,671,0,671
S ,S  0236,"CONSTRUCTION, MANHATTAN 6/8/8A GARAGE",2019,0,0,892805,0,892805
HW,HW 0779,"RECONSTRUCTION OF EMPIRE BLVD (FRANKLIN TO UTICA AVENUE, BKLYN)",2019,0,0,0,0,0
S ,S  0222,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR DPT. SANITATION,2019,0,0,1102808,3500000,4602808
HD,HD 0223,"SMALL HOMES DEVELOPMENT, LARGE SITES",2019,0,128000,8554000,8786000,17468000
HW,HW 1672,GRAND CONCOURSE- LOU GEHRIG PLAZA,2019,566734,0,0,0,566734
PW,PW M077,"PUBLIC BUILDINGS AND OTHER CITY PURPOSES, MANHATTAN",2019,0,1000,0,0,1000
PU,PU 0016A,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR FISA,2019,0,0,0,14791002,14791002
AG,AG 0001,"IMPROVEMENTS TO PROPERTY USED BY DEPARTMENT FOR THE AGING, CITYWIDE",2019,0,5896783,2144000,2071000,10111783
CS,CS 0004,"EQUIPMENT FOR  ACS, CITYWIDE",2019,0,0,228274,733000,961274
HB,HB 1221,RECONSTRUCTION OF E. 25TH ST PEDESTRIAN BRIDGE OVER FDR,2019,0,1473000,0,7926000,9399000
TF,TF X001,"INSTALLATION OF BOROUGH SPECIFIC SIGNAGE, THE BRONX",2019,150000,0,0,0,150000
P ,P  0721,PELHAM BAY PARK,2019,39142,0,0,0,39142
HD,HD 0222,SUPPORTIVE HOUSING,2019,0,110144869,156687000,132000000,398831869
HB,HB 1213,"RECONSTRUCT UNION STREET BRIDGE OVER GOWANUS CANAL, BROOKLYN",2019,0,0,44874000,0,44874000
RE,RE 0025,DEVELOPMENT OF CITY OWNED PROPERTY,2019,0,0,86177844,2338000,88515844
WP,WP 0269,"CONSTRUCTION, RECONSTRUCTION OF PUMPING STATION/FORCE MAINS, CITYWIDE",2019,0,109146809,162153000,47250000,318549809
HB,HB 4146,"WEST TREMONT AVENUE BRIDGE OVER METRO NORTH RAIL ROAD, THE BRONX",2019,0,47732172,29000,0,47761172
E ,E  2363,FIVE YEAR EDUCATIONAL FACILITIES CAPITAL PLAN,2019,354,0,0,0,354
S ,S  0248,"CONS OF SANITATION GARAGE DISTRICTS 9, 10 & 11, THE BRONX",2019,4187425,209484000,0,0,213671425
HL,HL 0082,"IMPROVEMENTS TO HEALTH FACILITIES, CITYWIDE",2019,0,35607915,74735000,54155000,164497915
HD,HD 0153,"EDGEMERE, ASSOC. COSTS, QUEENS",2019,814270,0,0,0,814270
PV,PV 0272,"QUEENS BOTANICAL GARDEN SOCIETY, IMPROVEMENTS",2019,0,909738,254000,0,1163738
BR,BR 0253,RECONSTRUCTION OF WILLIAMSBURG BRIDGE,2019,0,0,268560919,1000000,269560919
HB,HB 1115,"RECON OF UNION TURNPIKE BRIDGE OVER CROSS ISLAND PKWY, QUEENS",2019,0,0,0,2038999,2038999
PV,PV MN992,"BALLET TECH FOUNDATION, INC.",2019,150000,0,0,0,150000
S ,S  0175,"CONSTRUCTION, GARAGE FOR SANITATION DISTRICTS 13 AND 15, BROOKLYN",2019,299999,0,0,0,299999
HD,HD 0130,SENIOR CITIZEN HOME ASSISTANCE PROGRAM (SEHAP) & SMALL HOMES REHAB,2019,3536986,4461000,198000,0,8195986
HB,HB 1090,"RECON OF THE BELT/SHORE PARKWAY BRIDGE OVER NOSTRAND AVE, BROOKLYN",2019,0,0,0,9292000,9292000
DP,DP 0001,PURCHASE OF EDP EQUIPMENT FOR DoITT & DESIGN/INSTALL/IMPLEMENT CITYNET,2019,0,61601821,72506000,62186000,196293821
HW,HW 0788,"RECONSTRUCTION OF 11TH STREET, QUEENS",2019,0,36674500,0,0,36674500
EP,EP 0006,ACQUISITION/RECON/CON LEASED & OWNED FACILITIES BY DEP,2019,0,0,9521166,69050000,78571166
PV,PV 0175,"STATEN ISLAND ZOOLOGICAL SOCIETY, IMPROVEMENTS",2019,0,0,166397,5000,171397
HW,HW 0001Q,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., QUEENS",2019,0,109009798,283181000,197003000,589193798
SE,SE 0001,PROFESSIONAL SERVICES FOR SANITARY AND COMBINED DRAINAGE PLAN PREP.,2019,11287533,107907000,139406000,220129000,478729533
F ,F  X175,"FACILITY IMPROVEMENTS, THE BRONX",2019,375000,0,0,0,375000
P ,P  1200,BROOKLYN BRIDGE PARK DEVELOPMENT,2019,1499999,0,0,0,1499999
L ,L  0103,"RECONSTRUCTION, ETC., RESEARCH LIBRARY BUILDINGS, VARIOUS LOC., MANH.",2019,799302,0,0,0,799302
HW,HW 0988,"HAZARD ELIMINATION PROGRAM, CITY WIDE",2019,0,0,0,5549364,5549364
PW,PW KN243,FLATBUSH VOLUNTEERS OF HATZOLOH INC,2019,200000,0,0,0,200000
HN,HN M005,"CONSTRUCTION AND IMPROVEMENTS TO CUNY COMMUNITY COLLEGES, MANHATTAN",2019,300000,0,0,0,300000
PV,PV MN409,SYMPHONY SPACE,2019,200000,0,0,0,200000
HD,HD 0007,HPD GREEN PROGRAM,2019,13576586,1514000,1514000,0,16604586
ED,ED 0404,"ECONOMIC DEVELOPMENT FOR INDUSTRIAL, WATERFRONT AND COMMERCIAL PURPOSE",2019,0,46060367,5000000,10000000,61060367
HD,HD 0094,RECONSTRUCTION OF H.P.D. OFFICE SPACE,2019,0,0,0,0,0
P ,P  X245,"MISC PKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, THE BRONx",2019,7500000,0,0,0,7500000
PV,PV QN332,POPPENHUSEN INSTITUTE,2019,682000,0,0,0,682000
P ,P  0245M,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, MAN.",2019,546114,711000,7889000,716000,9862114
SE,SE 9336,"COMBINED SEWER, 80TH STREET",2019,0,0,12200000,0,12200000
TF,TF 0002,"TRAFFIC INSTALLATIONS FOR BRIDGE, HIGHWAY & STREET PROJECTS, CITYWIDE",2019,2258570,294000,202000,0,2754570
PV,PV MN831,"GINA GIBNEY DANCE, INC.",2019,150000,0,0,0,150000
P ,P  1018,"PARK IMPROVEMENTS, ALL BOROUGHS.",2019,5317291,0,0,0,5317291
P ,P  0990,RECONSTRUCTION OF ASTORIA PARK POOL,2019,1360000,15451000,1451000,0,18262000
PV,PV 0N954,NOBLE MARITIME COLLECTION,2019,0,156000,0,0,156000
HW,HW 0411,"GRADE, PAVE, ETC. 94TH STREET, ETC.",2019,904049,0,0,0,904049
C ,C  0138,RIKERS ISLAND INFRASTRUCTURE,2019,0,9198423,0,118000,9316423
CO,CO 0301,130 STUYVESANT PL. - STATEN ISLAND JUDICIAL CENTER,2019,591418,10000,20269000,0,20870418
CO,CO 0296,125-01 QUEENS BLVD. - QUEENS CRIMINAL COURTS BUILDING,2019,0,18581258,0,0,18581258
PV,PV MN612,EAST HARLEM ARTS AND EDUCATION LDC (HECKSCHER BLDG.),2019,100000,0,0,0,100000
PV,PV 0101,RECONSTRUCTION AND IMPROVEMENTS TO THE MUSEUM OF JEWISH HERITAGE,2019,0,0,4000,0,4000
HD,HD 0201,"ASSISTED LIVING AND SENIOR HOUSING, CITYWIDE",2019,98661064,73489000,59224000,50774000,282148064
PV,PV 0230,"NEW YORK AQUARIUM, IMPROVEMENTS",2019,1000000,0,0,0,1000000
HH,HH 0115,CONGREGATE FACILITIES FOR HOMELESS FAMILIES,2019,6341271,57780000,16532000,39947000,120600271
HW,HW 0002M,"RESURFACING OF STREETS, MANHATTAN",2019,3252644,7810000,8617000,7966000,27645644
P ,P  1095,"BARRIER RECONSTRUCTION, CITYWIDE",2019,8169999,0,24545000,0,32714999
TF,TF 0503,"STREET LIGHTING, CITYWIDE",2019,66076,26172000,25395000,25889000,77522076
HD,HD 0001,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM,2019,56140773,59366000,42503000,36172000,194181773
ED,ED K319,BROOKLYN NAVY YARD INDUSTRIAL PARK,2019,5500000,0,0,0,5500000
SE,SE 0758,"GUNITING OF SEWERS, CITYWIDE",2019,4457095,0,0,0,4457095
PV,PV 0341,"RICHMONDTOWN/LATOURETTE PARK, IMPROVEMENTS",2019,579350,0,0,1000,580350
CO,CO 0080,27 MADISON AVE. - MANHATTAN APPELLATE DIVISION COURTHOUSE - 1ST DEPT.,2019,688500,0,0,0,688500
PU,PU 0100,CITYWIDE RESILIENCY MEASURES,2019,0,174600000,79220000,0,253820000
HA,HA 0001,HOUSING AUTHORITY CITY CAPITAL SUBSIDIES,2019,395633227,180623000,87500000,137500000,801256227
HB,HB 4982,"ARTHUR KILL ROAD BRIDGE OVER ARTHUR KILL STREAM, STATEN ISLAND",2019,299000,0,0,9000000,9299000
E ,E  M001,"MANHATTAN BOROUGH PRESIDENT, SECTION 211 & 249 ADDITIONS",2019,10435000,0,0,0,10435000
P ,P  M056,"ACQUISITION OF PROPERTY FOR PLAYGROUNDS AND PARKS, MANHATTAN",2019,1200000,0,0,0,1200000
HL,HL QN201,NEW YORK BLOOD CENTER,2019,354000,0,0,0,354000
PV,PV 0234,"CLEMENTE SOTO VELEZ CULTURAL AND EDUCATIONAL CENTER, INC.",2019,510000,0,0,0,510000
PV,PV 0040,FLUSHING TOWN HALL,2019,189597,129000,0,0,318597
HD,HD 0051,"SMALL HOMES DEVELOPMENT, SCATTER SITE",2019,1574450,15453000,14764000,14146000,45937450
TF,TF 0502,"STREET LIGHTING DRAW DOWN, CITYWIDE",2019,2039304,1258000,185000,0,3482304
HO,HO 0410,"EMERGENCY MEDICAL SERVICES, EQUIPMENT",2019,0,43806,139000,0,182806
HW,HW 0061,LAND ACQUISITION FOR STREETS & SEWERS,2019,23999,0,0,0,23999
PW,PW KN015,BROOKLYN BUREAU OF COMMUNITY SERVICE,2019,250000,0,0,0,250000
S ,S  0129,COLLECTION TRUCKS AND EQUIPMENT,2019,98729238,201127000,156023000,160365000,616244238
HO,HO 0214,"HOSPITALS, IMPROVEMENTS",2019,0,208479641,243130000,100966000,552575641
W ,W  0014,KENSICO - CITY TUNNEL,2019,0,0,0,0,0
CO,CO 0272,45 MONROE PL. - BROOKLYN APPELLATE DIVISION COURTHOUSE- 2ND DEPT.,2019,134998,0,0,0,134998
PV,PV X471,"BRONX MUSEUM OF THE ARTS, IMPROVEMENTS",2019,250000,0,0,0,250000
S ,S  0136,"GARAGES AND OTHER FACILITIES, IMPROVEMENTS",2019,92520545,214703000,32314000,163231000,502768545
HD,HD 0004,VERY LOW-INCOME AND EXTREMELY LOW-INCOME HOUSING,2019,122950000,211796000,241031000,245352000,821129000
PU,PU 0200,CITYWIDE AGENCY FACILITY AND OPERATIONAL PROTECTIVE MEASURES,2019,60189112,203719000,38160000,0,302068112
PV,PV M503,"CARNEGIE HALL, IMPROVEMENTS",2019,100000,0,0,0,100000
SE,SE 0734,"CONSTRUCTION OF SANITARY SEWERS IN RICHARD AVENUE, STATEN ISLAND",2019,0,0,0,0,0
PV,PV 0N072,BROOKLYN HISTORICAL SOCIETY,2019,0,65659,0,0,65659
HW,HW 1140,"RECONST. ARTHUR KILL RD., W/O BLOOMNGDALE RD. TO BENTLEY ST., S.I.",2019,0,1941103,0,0,1941103
PO,PO 0187,PURCHASE OF NEW EQUIPMENT FOR POLICE DPT. USE,2019,530493,7288000,6618000,1449000,15885493
PV,PV K264,"BROOKLYN ACADEMY OF MUSIC, IMPROVEMENTS",2019,500000,0,0,0,500000
F ,F  0001,"FIRE ALARM COMMUNICATION SYSTEM, CITYWIDE",2019,0,10312954,0,0,10312954
HN,HN X300,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, THE BRONX",2019,750000,0,0,0,750000
HN,HN M300,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, MANHATTAN",2019,1150000,109000,0,0,1259000
HD,HD M020,"NEW CONSTRUCTION - LOW AND MODERATE-MIDDLE INCOME PROGRAMS, MANHATTAN",2019,800000,0,0,0,800000
EP,EP 0010,"INSTALLATION OF WATER MEASURING DEVICES, CITYWIDE",2019,0,0,0,0,0
W ,W  0013,"CITY TUNNEL NUMBER 3, STAGE 2",2019,21811030,265000000,32500000,314500000,633811030
P ,P  0412,"PROSPECT PARK, IMPROVEMENTS",2019,799985,0,0,0,799985
E ,E  K001,"BROOKLYN BOROUGH PRESIDENT, SECTION 211 & 249 ADDITIONS",2019,19964000,0,0,0,19964000
PV,PV X176,"NEW YORK ZOOLOGICAL SOCIETY, IMPROVEMENTS, BRONX",2019,500000,0,0,0,500000
WM,WM 0030,IMPROVEMENTS TO STRUCTURES INCL. EQUIP. ON WATER SHEDS OUTSIDE CITY.,2019,0,0,0,0,0
F ,F  R175,"FACILITY IMPROVEMENTS, STATEN ISLAND F-R175-FAC",2019,500000,0,0,0,500000
CO,CO 0290,NEW BRONX CRIMINAL COURT - PHASE 1,2019,50400,140000,705000,0,895400
HW,HW 0779,"RECONSTRUCTION OF EMPIRE BLVD (FRANKLIN TO UTICA AVENUE, BKLYN)",2019,442000,0,0,0,442000
HO,HO 0214,"HOSPITALS, IMPROVEMENTS",2019,0,119101301,275244000,189995000,584340301
FA,FA 0026,FERRY MAINTENANCE FACILITY,2019,0,366000,0,0,366000
LQ,LQ 0122,"IMPROVEMENT OF BRANCHES INCLUDING FURNITURE AND EQUIPMENT, QUEENS",2019,0,0,46017129,41352000,87369129
HH,HH 0105,PURCHASE OF EQUIPMENT FOR USE BY THE DEPARTMENT OF HOMELESS SERVICES,2019,0,3821961,3297000,6192000,13310961
W ,W  0020,ENGINEERING AND ADMINISTRATIVE COSTS FOR B.W.R.D.,2019,0,0,0,0,0
HW,HW 0274,"GRADE, PAVE, ETC. BROOKVILLE BOULEVARD, ETC.",2019,796519,20640000,0,0,21436519
HB,HB 1127,"RECON PELHAM PKWY BRIDGE OVER HUTCHINSON PKWY, THE BRONX",2019,0,339000,42806000,0,43145000
TF,TF 0001,"INSTALLATION OF STREET-SURFACE MARKINGS AND TRAFFIC SIGNALS, ALL BOROS",2019,46773990,50843000,38844000,56429000,192889990
HR,HR 0025,IMPROVEMENTS OF STRUCTURES FOR USE BY DEPARTMENT OF SOCIAL SERVICES,2019,0,647530,0,2768000,3415530
AG,AG 0002,"PURCHASE OF AUTOS, COMPUTERS, OTHER EQUIP FOR THE AGING, CITYWIDE",2019,0,0,1101111,2642000,3743111
E ,E  R001,"STATEN ISLAND BOROUGH PRESIDENT, SECTION 211 & 249 ADDITIONS",2019,15916000,0,0,0,15916000
ED,ED 0075,"ACQUISITION, SITE DEVELOPMENT, CONSTRUCTION & RECONSTRUCTION, CITYWIDE",2019,0,31935178,67708000,12761000,112404178
PV,PV MN099,CHILDREN'S MUSEUM OF MANHATTAN,2019,100000,0,0,0,100000
WP,WP 0285,"BIONUTRIENT REMOVAL FACILITIES, CITYWIDE",2019,0,0,0,0,0
HB,HB 2934,"RAMP TO NORTHBOUND HENRY HUDSON PARKWAY OVER AMTRAK, MANHATTAN",2019,0,17304000,32697000,0,50001000
WM,WM 0006,TRUNK MAIN EXTENSIONS AND IMPROVEMENTS TO PUMPING STATIONS & BLDGS.,2019,5114,0,0,0,5114
P ,P  MN510,NEW YORK RESTORATION PROJECT (NYRP),2019,90000,0,0,0,90000
T ,T  0007A,"NEW VEHICLES, FACILITIES FOR SURFACE AND MABSTOA",2019,0,0,1000000,1000000,2000000
PV,PV 0502,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",2019,0,179828,0,0,179828
PV,PV Q501,"P.S.1 (ART INSTITUTE), RECONSTRUCTION AND IMPROVEMENTS",2019,250000,0,0,0,250000
HW,HW 0669,RECONSTRUCT EBBITTS STREET IN VICINITY OF MANILA PLACE.,2019,142000,0,0,685000,827000
PO,PO M185,"PURCHASE AND INSTALLATION OF EQUIPMENT, MANHATTAN",2019,40000,0,0,0,40000
PU,PU 0016,"PURCHASE OF ELECTRONIC DATA PROCESSING SOFTWARE, HARDWARE AND INFRA.",2019,76283140,156870000,129781000,104299000,467233140
LN,LN I001,"ARCH, ENGINEERING, ADMIN EXPENSES FOR CAPITAL PROJECTS",2019,500000,0,0,0,500000
HN,HN Q300,"CONSTRUCTION, IMPROVEMENTS TO CUNY SENIOR COLLEGES AND LAW SCHOOLS, QN",2019,5250000,0,0,0,5250000
P ,P  Q822,"STREET AND PARK TREE PLANTING, QUEENS",2019,57000,0,0,0,57000
E ,E  2500,"SCHOOL FACILIITIES CAPITAL, HURRICANE SANDY & NOR'EASTER",2019,613,0,0,0,613
HD,HD 0107,ARTICLE 8A LOAN PROGRAM,2019,0,14086596,44261000,40662000,99009596
HW,HW 1670,"RECONSTRUCT ALL STREETS RELATED TO WTC AND CLEANUP, CITYWIDE",2019,0,2318573,5619000,0,7937573
HB,HB 0167,EAST 169TH STREET OVER METRO NORTH RAILROAD,2019,6465000,0,0,0,6465000
LB,LB 0104,"CONSTRUCTION, SITE ACQUISITION AND F&E TO BRANCH LIBRARIES, BROOKLYN",2019,0,20418778,21390000,12348000,54156778
HW,HW 0061,LAND ACQUISITION FOR STREETS & SEWERS,2019,10393084,6640000,0,0,17033084
